question,context,ideal_answer,answer,blue score,meteor score,rouge score,SentenceSim score,SimHash score,perplexity score,bleurt score,F1 score
Describe the sound of the given object.,Wind chime,"A wind chime produces a peaceful and melodic sound, with a mix of high-pitched and low-pitched tones. The sound of the chime is like a gentle breeze, reflecting the calming atmosphere of a light summer day.",object. [SEP] wind chime [SEP],3.1237148326586e-155,0.11538461538461538,0.09302325581395349,0.6959536,33,31.85928578247583,-1.3990912437438965,0.12121212121212122
Rewrite the given sentence using a different but similar word.,She partook in the event.,She participated in the event.,,0.0,0.0,0.0,0.15826464,41,0.0,-0.6404979228973389,0.0
"Classify the given input as either a poem, story, or song.","Once upon a midnight dreary, while I pondered, weak and weary.",Poem,,0.0,0.0,0.0,0.23676041,29,0.0,0.15004318952560425,0.0
Create a title for the following description.,A story about a journey of self-discovery by a young girl.,The Road to Finding Myself,create a title for the following description. [SEP] a story about a journey of self - discovery by a,0.0,0.024630541871921183,0.08695652173913045,0.441316,32,5.999999999999996,-1.278752088546753,0.0
Rewrite the given sentence in a more formal tone.,I had to go to the store real quick.,I had to make a quick trip to the store.,[SEP] i had to go to the store real,4.284993070788676e-78,0.5353535353535354,0.631578947368421,0.653692,25,9.038583648644732,-0.643633246421814,0.625
Write a few sentences about a given historical figure.,Amelia Earhart,"Amelia Earhart was an American aviation pioneer and a renowned aviation figure. She was the first female aviator to fly solo across the Atlantic Ocean. Despite tragic circumstances, she is remembered as an inspiring role model and a symbol of courage, adventure, and determination. Her groundbreaking achievements pushed the boundaries of gender roles and inspired many.",,0.0,0.0,0.0,0.009661697,31,0.0,-0.7778990864753723,0.0
Generate a list of questions related to a given topic.,Innovation,"1. What are the most current trends in the field of innovation? 
2. What aspects of innovation offer the most potential for success? 
3. What challenges have businesses recently faced related to innovation? 
4. What strategies can businesses use to drive innovation? 
5. How have technological advances helped shape new models of innovation? 
6. What unique approaches to innovation have proven successful? 
7. What principles guide successful innovation projects? 
8. What opportunities for innovation exist in emerging markets?
9. In what ways does collaboration foster innovation? 
10. How can ideas be leveraged to promote innovation?",,0.0,0.0,0.0,-0.007929556,39,0.0,-0.7652000188827515,0.0
Create a slogan for a given product.,Healthy snack,A bite of goodness - Healthy snacks for your whole family!,,0.0,0.0,0.0,0.14628136,39,0.0,-1.1139310598373413,0.0
Categorize the following text into one of the two sentiment classes: positive or negative.,I didn't like the product very much because it was too slow and not user friendly.,Negative.,,0.0,0.0,0.0,0.3304748,23,0.0,-0.2166585773229599,0.0
Summarize the paragraph into a sentence.,"When buying furniture, it's important to take into account the overall look and feel of the space. That means that you should ask yourself if the pieces you are selecting are a good match for the existing furnishings as well as what you imagine the overall style to be.",Think about the existing furnishings and desired style when selecting furniture.,", it's important to take into account the overall look and feel of the space. that means that you should ask yourself if the pieces you are selecting are a good match for the existing",8.193907620897553e-156,0.12359098228663445,0.17391304347826086,0.54052484,26,11.792979235873762,-0.7155330181121826,0.15384615384615385
Make the following sentence more concise.,I have a really bad cold and it is making me feeling really miserable.,I have a bad cold and feeling miserable.,sentence more concise. [SEP],1.0518351895246305e-231,0.06944444444444445,0.0,0.123726025,31,9.000000000000002,-1.2124500274658203,0.0
Transform the following sentence into a yes/no question.,It is going to rain tomorrow.,Is it going to rain tomorrow?,yes / no question. [SEP] it is going to rain tomorrow.,0.13863533666885183,0.3961267605633803,0.7499999999999999,0.8499845,18,6.61841130090792,-0.9162354469299316,0.7499999999999999
Replace the underlined words with appropriate synonyms.,The robbers snitched on their partners.,The robbers divulged on their partners.,appropriate,0.0,0.0,0.0,0.07009981,30,7.0,-1.1364610195159912,0.0
Correct the grammatical errors in the sentence.,She come to the store for supplies.,She came to the store for supplies.,. [SEP],1.0832677820940877e-231,0.11363636363636363,0.0,0.0613946,35,8.0,-1.5259730815887451,0.0
Identify the type of the relationship between the two words in the sentence.,The car passed the truck.,The relationship between the two words in the sentence is comparison.,in the,5.233427736988301e-155,0.6250000000000001,0.3076923076923077,0.07863158,26,7.778174593052023,-0.7930406332015991,0.2222222222222222
Compose an informative sentence explaining the given term.,Green bonds,Green bonds are debt instruments issued to finance projects aimed at mitigating climate change and promoting sustainable development.,explaining the given term. [SEP] green bonds [SEP],1.0377133938315695e-231,0.18790849673202614,0.15384615384615383,0.62771183,25,18.872023295654238,-0.7174302935600281,0.16
Rewrite the following sentence without changing the meaning.,The sales report was not accurate.,The sales report was inaccurate.,,0.0,0.0,0.0,0.08293496,26,0.0,-0.7776520252227783,0.0
What's the output of this code?,"x = [1, 2, 3, 4]
y = [i**2 for i in x]","y = [1, 4, 9, 16]",output of this code? [SEP],1.1896457329133973e-231,0.12048192771084339,0.0,0.33706588,34,7.0,-1.0531678199768066,0.0
Identify the following animal.,"It has thick fur, a long tail, and pointed ears.",The animal is a fox.,"[CLS] identify the following animal. [SEP] it has thick fur, a long tail, and pointed ears.",7.6272394159932085e-233,0.11261261261261263,0.2857142857142857,0.5184312,34,5.932017485501863,-1.2408143281936646,0.11764705882352941
Rewrite the following sentence so that it is in active voice.,The problem is being solved by her.,She is solving the problem.,that it is in active voice. [SEP] the problem is being solved by her.,1.2198823172347265e-155,0.22142857142857147,0.4210526315789473,0.5944745,32,5.770106651823701,-1.134351134300232,0.23529411764705882
Find the lowest common multiple of two numbers.,36 and 87,30932,36,0.0,0.0,0.0,0.43898043,29,2.0,-0.11238990724086761,0.0
Classify the given article as either positive or negative sentiment.,The new car is a disappointment. The breaks are terrible and cost way too much for the features offered.,Negative,[SEP],0.0,0.0,0.0,0.27073258,28,2.0,-1.3684160709381104,0.0
Convert the following hexadecimal number to octal.,DB,333,hexadecimal number to oct,0.0,0.0,0.0,0.33527118,34,2.0,-1.3149172067642212,0.0
"Indicate how the following characters in the novel reflect the theme of ""the corrupting influence of power"".",Gregoire in Zola's Germinal,"Gregoire serves as an example of the corrupting influence of power in the novel Germinal. As the only one of the miners who rises to the upper echelons of the mining company, Gregoire turns his back on his former comrades in favor of promoting his own interests. He changes from being a loyal and kind miner to a callous overseer who takes joy in crushing the miners' spirit and punishing them for the smallest of offenses. His transformation is a stark illustration of how those corrupted by power have the capacity to be so much more heartless and ruthless than before, and his journey encapsulates the theme of ""the corrupting influence of power"".","in the novel reflect the theme of "" the corrupting influence of power "". [SEP] gregoire in z",0.07514048019570573,0.43022508038585217,0.20155038759689922,0.73647135,26,47.69525355655567,-1.025955080986023,0.18018018018018017
Rewrite the following sentence to avoid any logical fallacies.,This medicine will cure all your health issues; you should trust me because I am a doctor.,"Given my training as a doctor, this medicine is likely to provide a beneficial effect to most health issues.",trust me because i am a doctor. [SEP],4.336508547901975e-155,0.125,0.14814814814814814,0.36117923,29,18.222866638772445,-0.5035927891731262,0.08333333333333333
Find the area of the given trapezoid.,Bases: 13 cm and 16 cm; Height: 12 cm,168 cm^2,,0.0,0.0,0.0,0.13796003,28,0.0,-0.6694240570068359,0.0
Describe the themes present in the given poem.,"Poem:

We step out into the night
Where the stars cry like only loneliness can
And make love in the darkness","The poem ""We Step Out into the Night"" touches on themes of love, loneliness, and the beauty of the night sky. The imagery of stars crying like only loneliness can hints at a melancholic sentiment, implying that love is both necessary and desirable, but can also be difficult or painful. This can symbolize the transitional nature of life and the difficulties of finding one's place in the world.",only,6.130341565759569e-232,0.0574712643678161,0.02857142857142857,0.12151279,27,67.99999999999999,-0.8339754939079285,0.03333333333333333
